PID,dateCaptured,field_contact_info,field_digital_origin,field_digital_reproduction_info,field_extent,field_form,"field_form, field_form_URI",field_form_URI,field_genre,field_identifier,field_institution_web_site,field_language_of_cataloging,field_linked_agent,field_note,field_oclc_symbol,field_physical_description_note,field_physical_location,"field_physical_location, field_institution_website",field_place_of_origin,field_preferred_citation,field_record_change_date,field_record_content_source,field_record_creation_date,field_record_origin,field_relation,field_repository_collection_guide,field_rights_information,field_rights_statement,field_shelf_location,field_subject_geographic,field_subject_topic,field_sublocation,nan
lsu-sc-p16313coll80:63,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana,,
lsu-sc-p16313coll80:64,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana,,
lsu-sc-p16313coll80:65,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana,,
lsu-sc-p16313coll80:66,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana,,
lsu-sc-p16313coll80:67,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Women slaves|Louisiana,,
lsu-sc-p16313coll80:68,,,,,,,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,,,
lsu-sc-p16313coll80:692,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Women slaves|Louisiana,,
lsu-sc-p16313coll80:69,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana,,
lsu-sc-p16313coll80:72,,,,,,,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,,,
lsu-sc-p16313coll80:74,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Fugitive slaves|Texas|Slavery|Texas|Slaves|Texas|Racially mixed people|Louisiana|Racially mixed people|Texas|Women slaves|Louisiana|Women slaves|Texas,,
lsu-sc-p16313coll80:75,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana,,
lsu-sc-p16313coll80:76,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana|Women slaves|Louisiana,,
lsu-sc-p16313coll80:7,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana,,
lsu-sc-p16313coll80:817,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana,,
lsu-sc-p16313coll80:81,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Women slaves|Louisiana,,
lsu-sc-p16313coll80:827,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana,,
lsu-sc-p16313coll80:828,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana,,
lsu-sc-p16313coll80:829,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana,,
lsu-sc-p16313coll80:82,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana,,
lsu-sc-p16313coll80:834,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana,,
lsu-sc-p16313coll80:835,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana,,
lsu-sc-p16313coll80:836,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana,,
lsu-sc-p16313coll80:837,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana,,
lsu-sc-p16313coll80:838,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana,,
lsu-sc-p16313coll80:83,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana,,
lsu-sc-p16313coll80:843,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana,,
lsu-sc-p16313coll80:844,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana,,
lsu-sc-p16313coll80:846,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana,,
lsu-sc-p16313coll80:847,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana,,
lsu-sc-p16313coll80:848,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana,,
lsu-sc-p16313coll80:849,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana,,
lsu-sc-p16313coll80:84,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana,,
lsu-sc-p16313coll80:850,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana,,
lsu-sc-p16313coll80:863,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana,,
lsu-sc-p16313coll80:864,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana,,
lsu-sc-p16313coll80:865,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana,,
lsu-sc-p16313coll80:87,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana|Women slaves|Louisiana|Child slaves|Louisiana,,
lsu-sc-p16313coll80:881,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana,,
lsu-sc-p16313coll80:882,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana,,
lsu-sc-p16313coll80:883,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana,,
lsu-sc-p16313coll80:88,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Racially  mixed people|Louisiana|Slavery|Louisiana|Slaves|Louisiana,,
lsu-sc-p16313coll80:8,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana,,
lsu-sc-p16313coll80:90,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Women slaves|Louisiana,,
lsu-sc-p16313coll80:91,,,,,,,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,,,
lsu-sc-p16313coll80:92,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana,,
lsu-sc-p16313coll80:93,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana|Women slaves|Louisiana,,
lsu-sc-p16313coll80:94,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana|Racially mixed people|Louisiana,,
lsu-sc-p16313coll80:98,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana,,
lsu-sc-p16313coll80:99,,,,,,newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping|newspaper clipping,,,,,,,,,,,,,,,,,,,http://lsu.louisianadigitallibrary.org/lsu-p16313coll80%3Acollection,,,,,,Fugitive slaves|Louisiana|Slavery|Louisiana|Slaves|Louisiana,,
lsu-sc-p16313coll81:1,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.|Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.,,,,,,,,eng,Kaitlyn Devillier,,LUU,,,LSU Libraries,,"John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.",2018-12-06-06:00,,2016-04-07|2016-04-07,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-p16313coll81:collection,,"Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.",,91:2-3 (Box 3),,Buildings|Louisiana|Photographs|Children|Louisiana|Baton Rouge|Photographs|City and town life|Louisiana|Baton Rouge|Photographs|Group portraits|Men|Louisiana|Photographs|Women|Louisiana|Baton Rouge|Portraits|Baton Rouge (La.)|Photographs,Hill Memorial Library: Special Collections,
lsu-sc-p16313coll81:396,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.|Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.,,,,,,,,eng,Kaitlyn Devillier,,LUU,,,LSU Libraries,,"John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.",2018-12-06-06:00,,2016-04-07|2016-04-07,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-p16313coll81:collection,,"Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.",,91:2-3 (Box 5),,"Baton Rouge (La.)|Photographs|City and town life|Louisiana|Baton Rouge|Photographs|Families|Louisiana|Baton Rouge|Photographs|Old State Capitol (Baton Rouge, La.)|Photographs|Parades|Louisiana|Baton Rouge|Photographs|River boats|Louisiana|Photographs|Outdoor photography|Louisiana|Children|Louisiana|Photographs",Hill Memorial Library: Special Collections,
lsu-sc-p16313coll81:612,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.|Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.,,,,,,,,eng,Kaitlyn Devillier,,LUU,,,LSU Libraries,,"John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.",2018-12-06-06:00,,2016-04-07|2016-04-07,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-p16313coll81:collection,,"Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.",,"91:2-3 (Box 1, Folder 1)",,Buildings|Louisiana|Photographs|Outdoor photography|Louisiana|Group portraits|Children|Louisiana|Photographs|Men|Louisiana|Photographs|Agriculture|Louisiana|Photographs|Agriculture|Louisiana|Photographs,Hill Memorial Library: Special Collections,
lsu-sc-p16313coll81:772,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.|Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.,,,,,,,,eng,Kaitlyn Devillier,,LUU,,,LSU Libraries,,"John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.",2018-12-06-06:00,,2016-04-07|2016-04-07,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-p16313coll81:collection,,"Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.",,"91:2-3 (Box 2, Folder 07)",,"Buildings|Louisiana|Photographs|Fire fighters|Louisiana|Baton Rouge|Photographs|Old State Capitol (Baton Rouge, La.)|Photographs|Outdoor photography|Louisiana|Families|Louisiana|Baton Rouge|Photographs|Baton Rouge (La.)|Photographs|Mississippi River|Photographs",Hill Memorial Library: Special Collections,
lsu-sc-p16313coll81:800,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.|Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.,,,,,,,,eng,Kaitlyn Devillier,,LUU,,,LSU Libraries,,"John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.",2018-12-06-06:00,,2016-04-07|2016-04-07,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-p16313coll81:collection,,"Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.",,"91:2-3 (Box 2, Folder 08)",,Buildings|Louisiana|Photographs|Children|Louisiana|Photographs|City and town life|Louisiana|Baton Rouge|Photographs|Men|Louisiana|Photographs|Baton Rouge (La.)|Photographs|Group portraits|Trick photography,Hill Memorial Library: Special Collections,
lsu-sc-p16313coll8:104,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,,letter (4 p.),,,,,,,eng,,,LUU,,,LSU Libraries,,"Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.",2018-12-06-06:00,,2012-04-25|2012-04-25,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-p16313coll8:collection,http://www.lib.lsu.edu/sites/default/files/sc/findaid/0005m.pdf,"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,"U:153 Box 2, Folder 11",,"Palms, Francis F., 1837-1904|Lauzin, Henrietta, b. 1842|Mississippi|History|Civil War, 1861-1865|Louisiana|History|Civil War, 1861-1865",Hill Memorial Library: Special Collections,
lsu-sc-p16313coll8:112,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,,letter (10p.),,,,,,,eng,,,LUU,,,LSU Libraries,,"Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.",2018-12-06-06:00,,2012-04-25|2012-04-25,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-p16313coll8:collection,http://www.lib.lsu.edu/sites/default/files/sc/findaid/0005m.pdf,"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,"U:153 Box 2, Folder 11",,"Palms, Francis F., 1837-1904|Lauzin, Henrietta, b. 1842|Louisiana|History|Civil War, 1861-1865",Hill Memorial Library: Special Collections,
lsu-sc-p16313coll8:123,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,,letter (2p.),,,,,,,eng,,,LUU,,,LSU Libraries,,"Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.",2018-12-06-06:00,,2012-04-25|2012-04-25,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-p16313coll8:collection,http://www.lib.lsu.edu/sites/default/files/sc/findaid/0005m.pdf,"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,"U:153 Box 2, Folder 12",,"Palms, Francis F., 1837-1904|Allain, Marie|Lauzin, Henrietta, b. 1842|Louisiana|History|Civil War, 1861-1865",Hill Memorial Library: Special Collections,
lsu-sc-p16313coll8:126,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,,letter (1p.),,,,,,,eng,,,LUU,,,LSU Libraries,,"Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.",2018-12-06-06:00,,2012-04-25|2012-04-25,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-p16313coll8:collection,http://www.lib.lsu.edu/sites/default/files/sc/findaid/0005m.pdf,"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,"U:153 Box 2, Folder 12",,"Palms, Francis F., 1837-1904|Louisiana|History|Civil War, 1861-1865",Hill Memorial Library: Special Collections,
